cn,cncode,year,region,incgr,dbacba,llgdp,cbagdp,dbagdp,ofagdp,pcrdbgdp,pcrdbofgdp,bdgdp,fdgdp,bcbd,ll_usd,overhead,netintmargin,concentration,roa,roe,costinc,zscore,inslife,insnonlife,stmktcap,stvaltraded,stturnover,listco_pc,prbond,pubond,intldebt,intldebtnet,nrbloan,offdep,remit
Australia,AUS,2003,High-income OECD members,High-income OECD members,98.4928,71.1966,2.10253,93.8771,27.60675,92.7927,92.7927,67.3359,67.3359,139.025,427683.0,0.444816,1.90372,76.7556,1.24586,16.0775,73.054,6.42065,3.9931,3.8975,107.871,74.8295,69.6611,0.706193,51.3195,18.0289,39.5943,2.73008,17.2387,6.13776,0.496607
Australia,AUS,2004,High-income OECD members,High-income OECD members,97.9895,74.0334,1.76962,98.2147,27.60675,97.571,97.571,70.2922,70.2922,138.608,479361.0,1.1949801,1.23054,74.3554,0.45064,19.7334,29.0995,3.62807,4.0712,3.7582,121.577,78.716,66.9354,0.752705,54.7232,16.4149,41.0737,1.67798,11.1048,5.14043,0.460967
Australia,AUS,2005,High-income OECD members,High-income OECD members,97.6618,76.0123,2.28598,102.495,27.60675,102.136,102.136,72.3136,72.3136,143.728,474198.0,1.0797,1.51578,44.2173,0.659074,15.0292,53.9812,21.1716,3.9394,3.4681,117.082,83.4854,75.5561,0.805597,51.0172,13.441,41.4002,2.64332,13.613,5.22035,0.429277
Australia,AUS,2006,High-income OECD members,High-income OECD members,96.858,79.0357,3.06425,107.875,27.60675,107.668,107.668,75.3636,75.3636,142.093,573124.0,1.39084,2.03764,55.9824,1.1994,18.1284,46.5682,37.7935,2.1114,3.33644,127.268,96.6303,89.6532,0.84598,53.9521,12.4665,52.6065,3.7163,13.9023,6.43962,0.417528
Australia,AUS,2007,High-income OECD members,High-income OECD members,95.9005,88.3357,4.30598,113.559,27.60675,113.138,113.138,84.829,84.829,126.519,796074.0,1.20416,1.74913,54.7534,0.99947,15.5963,47.0488,34.5718,4.22591,2.73914,142.827,127.48,114.498,0.907818,67.6364,12.835,56.8439,1.135445,20.2798,6.02435,0.446388
Australia,AUS,2008,High-income OECD members,High-income OECD members,94.3706,99.656,6.26619,121.478,27.60675,120.542,120.542,95.9123,95.9123,124.917,716765.0,1.11415,2.45784,57.8021,0.80618,13.1244,46.1281,31.4592,2.1114,2.19973,103.391,120.738,102.518,0.894946,63.4709,11.7601,44.3083,1.135445,16.2378,3.64805,0.443975
Australia,AUS,2009,High-income OECD members,High-income OECD members,97.257,99.6379,5.47179,125.916,27.60675,123.904,123.904,95.9274,95.9274,133.481,903342.0,1.04816,1.75026,61.221,0.571318,8.2911,44.2958,35.7647,3.32061,3.02262,97.8008,86.5851,94.8849,0.857337,58.8578,17.359,60.5731,4.04665,20.7151,5.73848,0.495457
Australia,AUS,2010,High-income OECD members,High-income OECD members,97.93,102.424,3.23839,131.421,27.60675,128.657,128.657,98.8217,98.8217,127.109,1100000.0,1.02942,1.74946,64.146,0.842433,12.2654,43.353,36.7639,3.36225,3.06462,131.486,94.5585,95.0803,0.857855,62.8672,26.211,53.3224,1.15392,18.2409,3.62071,0.427704
Austria,AUT,1960,High-income OECD members,High-income OECD members,97.318,41.8993,1.19471,40.6061,27.60675,32.6135,32.6135,30.255,30.255,107.509,15808.1,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.3199,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1961,High-income OECD members,High-income OECD members,96.8108,39.5875,1.18929,39.2551,27.60675,31.8026,31.8026,29.2756,29.2756,109.693,17617.7,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.3299,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1962,High-income OECD members,High-income OECD members,97.7889,42.2233,1.11959,40.5413,27.60675,33.5433,33.5433,31.5967,31.5967,103.047,19747.9,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.3501,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1963,High-income OECD members,High-income OECD members,97.3982,43.8086,1.00535,40.6889,27.60675,33.3148,33.3148,33.3747,33.3747,96.8579,21736.6,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.38,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1964,High-income OECD members,High-income OECD members,95.0424,45.2669,1.64008,41.071,27.60675,33.7902,33.7902,34.9706,34.9706,96.4159,24547.2,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.4084,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1965,High-income OECD members,High-income OECD members,95.9712,47.081,2.02306,43.2096,27.60675,36.2496,36.2496,36.8685,36.8685,100.096,27010.1,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.4384,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1966,High-income OECD members,High-income OECD members,95.5635,47.2793,1.98041,44.6952,27.60675,37.9582,37.9582,37.4201,37.4201,102.669,28765.5,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.4585,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1967,High-income OECD members,High-income OECD members,96.0425,49.4296,2.06036,47.101,27.60675,40.0823,40.0823,39.4759,39.4759,100.477,30723.5,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.4977,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1968,High-income OECD members,High-income OECD members,96.1547,50.1956,1.93648,47.72,27.60675,40.3134,40.3134,40.6288,40.6288,98.0654,32176.6,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.5169,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1969,High-income OECD members,High-income OECD members,96.5901,50.983,1.83586,48.9222,27.60675,41.2312,41.2312,41.8894,41.8894,98.7586,34070.0,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.5373,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.445182
Austria,AUT,1970,High-income OECD members,High-income OECD members,97.0488,51.192,1.63759,50.0061,27.60675,42.2305,42.2305,42.7461,42.7461,98.8262,36354.6,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.5372,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.108621
Austria,AUT,1971,High-income OECD members,High-income OECD members,98.1805,52.1461,1.2547,52.0078,27.60675,44.006,44.006,44.112,44.112,100.605,44106.6,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.5575,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.139662
Austria,AUT,1972,High-income OECD members,High-income OECD members,98.3547,52.6703,0.952007,54.1492,27.60675,46.0134,46.0134,44.7361,44.7361,104.946,50602.4,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.6165,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.165522
Austria,AUT,1973,High-income OECD members,High-income OECD members,98.3889,53.0177,0.919436,55.5661,27.60675,46.8521,46.8521,45.2635,45.2635,102.151,61233.4,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.7254,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.179498
Austria,AUT,1974,High-income OECD members,High-income OECD members,98.559,52.9143,0.865673,55.9217,27.60675,46.9566,46.9566,45.5858,45.5858,103.833,71267.2,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.6966,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.23172
Austria,AUT,1975,High-income OECD members,High-income OECD members,98.6627,57.7571,0.854456,60.7465,27.60675,50.1018,50.1018,50.4045,50.4045,95.4579,72805.9,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.7558,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.219391
Austria,AUT,1976,High-income OECD members,High-income OECD members,98.894,61.6288,0.813626,66.243,27.60675,52.8719,52.8719,54.5615,54.5615,98.2116,89701.3,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.7957,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.246879
Austria,AUT,1977,High-income OECD members,High-income OECD members,99.0489,62.8565,0.743416,71.8317,27.60675,56.7272,56.7272,56.053,56.053,104.051,101588.0,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.846,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.232649
Austria,AUT,1978,High-income OECD members,High-income OECD members,99.1609,66.2104,0.701266,77.8675,27.60675,61.2047,61.2047,59.3569,59.3569,102.269,120485.0,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.8823,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.250232
Austria,AUT,1979,High-income OECD members,High-income OECD members,99.3152,66.6439,0.622494,81.5321,27.60675,64.0793,64.0793,60.0279,60.0279,111.079,123646.0,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.9072,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.27027
Austria,AUT,1980,High-income OECD members,High-income OECD members,99.3866,68.975,0.56819,87.063,27.60675,68.5145,68.5145,62.3591,62.3591,108.735,111739.0,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.9462,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.300396
Austria,AUT,1981,High-income OECD members,High-income OECD members,99.4596,72.4084,0.527041,90.9439,27.60675,71.7662,71.7662,65.8718,65.8718,109.153,98372.4,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.9703,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.317598
Austria,AUT,1982,High-income OECD members,High-income OECD members,99.4681,74.5151,0.499638,92.707,27.60675,72.7486,72.7486,68.2661,68.2661,104.141,99980.8,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,0.9818,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.312185
Austria,AUT,1983,High-income OECD members,High-income OECD members,99.4726,71.11427,0.499799,93.8731,27.60675,72.3362,72.3362,68.6493,68.6493,106.59,94201.65,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,1.0068,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.300026
Austria,AUT,1984,High-income OECD members,High-income OECD members,99.476,71.11427,0.522625,98.8924,27.60675,73.0097,73.0097,70.0039,70.0039,102.039,94201.65,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,1.0763,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.293249
Austria,AUT,1985,High-income OECD members,High-income OECD members,99.5305,71.11427,0.503569,100.983,27.60675,75.3488,75.3488,70.3109,70.3109,112.115,94201.65,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,1.1828,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.2928
Austria,AUT,1986,High-income OECD members,High-income OECD members,99.6071,71.11427,0.448587,103.966,27.60675,77.0071,77.0071,71.7586,71.7586,102.861,94201.65,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,1.306,2.9796453,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,21.2202,1.135445,24.932300567626953,6.650509834289551,0.308602
Austria,AUT,1987,High-income OECD members,High-income OECD members,99.6636,71.11427,0.401701,110.104,27.60675,76.7878,76.7878,74.8993,74.8993,102.201,94201.65,1.1949801,1.1551939,63.323494,0.594176,8.929874,62.687702,20.429647,1.4194,3.2571,63.179161071777344,25.61205,66.36677,0.239947,39.570637,37.70699,18.7133,1.135445,24.932300567626953,6.650509834289551,0.325257
Austria,AUT,1988,High-income OECD members,High-income OECD members,99.6783,71.11427,0.376624,114.144,27.60675,79.4982,79.4982,76.3291,76.3291,106.03,94201.65,0.015778,0.017948,98.7291,0.594176,8.929874,71.214,20.429647,1.5582,3.2965,63.179161071777344,25.61205,66.36677,0.097557,39.570637,37.70699,19.6833,1.135445,24.932300567626953,6.650509834289551,0.340203
Austria,AUT,1989,High-income OECD members,High-income OECD members,99.6805,71.11427,0.37207,115.685,27.60675,82.5148,82.5148,76.1869,76.1869,110.487,94201.65,0.0174,0.018999,92.8521,0.594176,8.929874,83.5929,20.429647,1.6535,3.37,11.6171,5.14773,53.2603,0.106305,39.570637,37.70699,22.0301,1.135445,24.932300567626953,6.650509834289551,0.356407
Austria,AUT,1990,High-income OECD members,High-income OECD members,99.666,71.11427,0.385537,117.535,27.60675,85.7626,85.7626,77.1998,77.1998,111.66,94201.65,0.019459,0.020105,89.2789,0.594176,8.929874,77.8887,20.429647,1.5215,3.3613,11.546,9.84412,70.3405,0.126337,29.0142,23.5707,22.1362,1.135445,24.932300567626953,6.650509834289551,0.385323
Austria,AUT,1991,High-income OECD members,High-income OECD members,99.6609,71.11427,0.401012,118.731,27.60675,87.8148,87.8148,78.3397,78.3397,112.511,94201.65,0.020999,0.018927,90.2802,0.594176,8.929874,88.5736,20.429647,1.5004,3.3694,5.55628,7.42938,54.723,0.135398,27.8307,25.0108,23.3145,1.135445,24.932300567626953,6.650509834289551,0.449034
Austria,AUT,1992,High-income OECD members,High-income OECD members,99.6586,71.11427,0.409355,119.902,27.60675,89.4684,89.4684,79.846,79.846,111.602,94201.65,0.020002,0.020787,73.5314,0.594176,8.929874,73.3028,20.429647,1.5199,3.4621,7.79117,3.27134,25.3372,0.142844,25.9758,24.6067,21.0039,1.135445,24.932300567626953,6.650509834289551,0.422264
Austria,AUT,1993,High-income OECD members,High-income OECD members,99.6601,71.11427,0.415348,121.516,27.60675,91.0981,91.0981,81.9518,81.9518,110.727,94201.65,0.02509,0.020297,73.0871,0.594176,8.929874,69.0986,20.429647,1.8881,3.5544,13.1172,3.00095,21.2623,0.140406,25.3633,24.5446,23.1303,0.773257,24.932300567626953,6.650509834289551,0.408107
Austria,AUT,1994,High-income OECD members,High-income OECD members,99.6682,71.11427,0.413613,122.776,27.60675,90.2432,90.2432,82.2511,82.2511,108.733,94201.65,0.025614,0.020921,72.5274,0.594176,8.929874,68.6862,20.429647,1.8183,3.5709,14.8393,5.74747,45.1886,0.139867,27.9773,27.4879,25.7779,1.19487,24.932300567626953,6.650509834289551,0.419442
Austria,AUT,1995,High-income OECD members,High-income OECD members,99.6873,71.11427,0.404066,125.049,27.60675,90.6508,90.6508,82.6205,82.6205,110.678,94201.65,0.032159,0.022926,72.3884,0.594176,8.929874,68.0865,20.429647,1.9648,3.4833,14.1328,9.35978,64.4237,0.137137,29.7688,29.0895,25.2907,0.450617,18.3596,2.84118,0.424386
Austria,AUT,1996,High-income OECD members,High-income OECD members,99.6691,71.11427,0.409398,126.78,27.60675,93.2469,93.2469,82.5916,82.5916,115.127,94201.65,0.031018,0.021205,72.6751,0.594176,8.929874,67.3127,20.429647,2.4621,3.4168,13.8989,9.66484,54.0477,0.133182,29.5754,29.037,25.1785,1.135445,19.9598,3.44025,0.419426
Austria,AUT,1997,High-income OECD members,High-income OECD members,99.6579,71.11427,0.438541,129.85,27.60675,98.1631,98.1631,82.4371,82.4371,122.976,94201.65,1.512,1.51004,44.7324,0.392381,7.99768,66.3318,52.8949,2.0262,3.3411,15.6753,7.21428,32.4394,0.126756,30.29,30.5183,27.0981,1.135445,22.1175,3.56222,0.440316
Austria,AUT,1998,High-income OECD members,High-income OECD members,92.14819,71.11427,2.781365,75.61181,27.60675,63.843384,71.372185,64.17285,64.493744,107.21121,94201.65,1.35613,1.47658,45.7882,0.374523,7.96588,61.4532,44.7329,2.1521,3.1781,16.2642,6.93109,44.5112,0.120349,31.3412,32.5859,31.8146,1.44049,24.7261,6.650509834289551,0.664058
Austria,AUT,1999,High-income OECD members,High-income OECD members,92.14819,71.11427,2.781365,75.61181,27.60675,63.843384,71.372185,64.17285,64.493744,107.21121,94201.65,1.1506,1.52543,46.5146,0.482614,10.5283,60.8543,44.3837,2.4332,3.1139,15.4191,6.70591,31.5181,0.121366,31.0141,34.213,33.5447,0.638713,25.4524,6.650509834289551,0.85246
Austria,AUT,2000,High-income OECD members,High-income OECD members,99.9022,86.6641,0.114316,121.903,27.60675,98.3032,98.3032,84.4035,84.4035,120.3,183523.0,1.52923,1.69618,26.5632,0.568865,10.6674,58.9019,63.1166,2.6067,3.1742,15.2253,5.07701,29.0155,0.121075,31.7748,36.6481,41.8549,1.135445,28.6629,5.69104,0.939507
Austria,AUT,2001,High-income OECD members,High-income OECD members,99.8519,87.4411,0.152653,123.967,27.60675,102.349,102.349,86.1702,86.1702,117.335,176698.0,1.34145,1.7987,28.9769,0.287052,6.3677,59.4118,49.1614,2.7223,2.9497,14.0404,4.28914,25.0048,0.141751,32.9946,38.4272,46.7527,1.96736,29.9955,6.09191,0.925507
Austria,AUT,2002,High-income OECD members,High-income OECD members,99.8413,87.1867,0.188366,122.639,27.60675,103.186,103.186,86.8706,86.8706,120.251,164853.0,1.39744,1.66767,27.4162,0.323088,6.64476,60.5914,51.2353,2.6161,3.2052,13.9178,3.25039,19.0262,0.112596,35.2216,39.7282,57.4711,1.135445,29.4872,5.9804,0.956613
Austria,AUT,2003,High-income OECD members,High-income OECD members,99.787,88.1443,0.226406,121.606,27.60675,103.406,103.406,87.7078,87.7078,115.655,201832.0,1.34831,1.56907,26.2882,0.437325,7.53062,58.6752,52.3837,2.5569,3.3273,18.372,3.49998,22.1931,0.105893,39.454,40.0945,64.9635,1.01045,27.876,6.00996,0.982944
Austria,AUT,2004,High-income OECD members,High-income OECD members,99.804,88.9003,0.246502,120.358,27.60675,102.931,102.931,88.4702,88.4702,117.026,245501.0,1.3893,1.45125,25.7242,0.467351,8.81789,60.2357,48.0186,2.6534,3.3452,25.1663,6.10445,31.7616,0.121146,40.4679,36.8094,68.7245,1.135445,26.6091,5.61496,0.86504
Austria,AUT,2005,High-income OECD members,High-income OECD members,99.8228,91.4628,0.232344,124.562,27.60675,108.156,108.156,91.0077,91.0077,120.513,281105.0,1.48718,1.43221,28.3778,0.395805,6.75662,60.7008,17.1203,2.9006,3.3048,34.5713,11.4265,43.5336,0.111816,39.6881,31.8432,69.1362,1.31417,29.7465,4.54355,0.855184
Austria,AUT,2006,High-income OECD members,High-income OECD members,99.8159,93.3238,0.229561,126.819,27.60675,112.278,112.278,93.2036,93.2036,120.419,253313.0,1.64392,1.42621,27.1396,0.576605,8.63216,62.8966,16.7702,2.79779,3.27272,48.74,19.3601,50.9697,0.116101,41.6361,29.4635,83.2074,3.18537,33.8518,5.51096,0.812206
Austria,AUT,2007,High-income OECD members,High-income OECD members,99.8126,95.1187,0.231437,124.386,27.60675,111.624,111.624,95.7856,95.7856,112.941,300169.0,1.70159,1.512,25.4588,0.498583,4.78188,63.1383,20.4899,2.61864,3.14963,58.1748,27.6353,57.6833,0.12288,47.4519,30.8213,91.1424,1.135445,36.0984,5.75805,0.80305
Austria,AUT,2008,High-income OECD members,High-income OECD members,99.831,100.876,0.22763,127.711,27.60675,115.907,115.907,102.23,102.23,113.793,353761.0,1.44428,1.79165,26.2363,-0.397833,-5.48326,58.8562,11.5895,2.46438,3.03472,38.6274,28.4829,69.8934,0.122347,51.7582,29.0034,85.2415,2.39899,29.5277,6.09432,0.800897
Austria,AUT,2009,High-income OECD members,High-income OECD members,99.6659,107.505,0.348671,137.566,27.60675,124.297,124.297,109.046,109.046,114.177,335327.0,1.55228,1.56412,22.2806,0.126495,1.23798,60.8916,11.6916,2.70709,3.28518,15.9888,16.3567,44.9792,0.117151,57.3563,31.0531,96.5443,1.135445,26.9782,5.10146,0.860699
Austria,AUT,2010,High-income OECD members,High-income OECD members,99.6049,104.787,0.497765,136.043,27.60675,121.291,121.291,105.878,105.878,114.947,342070.0,1.4435,1.6299,30.0086,0.325959,5.08977,63.5651,15.0944,2.65896,3.23786,15.7055,9.56784,89.0661,0.102506,59.1781,34.5017,92.3637,1.135445,27.8106,4.56924,0.855035
Azerbaijan,AZE,1960,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1961,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1962,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1963,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1964,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1965,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1966,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1967,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1968,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1969,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1970,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1971,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1972,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
Azerbaijan,AZE,1973,Europe and Central Asia,Upper-middle-income economies,81.20078,27.500746,3.08807,27.524378,1.4715,15.116,20.472971,19.95897,19.980532,124.212,4271.265,5.3170557,3.8794954,69.26926,1.4249806,10.095427,59.918427,13.763373,0.224677,1.3427571,9.684530258178711,1.421165,12.0539,0.053740002,0.122301504,8.161395,6.06725,0.6548605,5.180085182189941,11.430800437927246,2.4357
